,Age,Avg_Daily_Screen_Time_hr,Exceeded_Recommended_Limit,Educational_to_Recreational_Ratio,Urban_or_Rural,Gender_Female,Gender_Male,Primary_Device_Laptop,Primary_Device_Smartphone,Primary_Device_TV,Primary_Device_Tablet
2616,14,4.97,True,0.32,Urban,False,True,False,True,False,False
2617,13,2.78,False,0.36,Rural,False,True,False,False,True,False
2618,15,3.96,True,0.49,Urban,False,True,False,False,True,False
2619,10,6.32,True,0.5,Urban,True,False,False,False,True,False
2620,12,4.19,True,0.38,Urban,False,True,False,False,True,False
2621,17,4.75,True,0.4,Urban,False,True,False,False,True,False
2622,11,4.0,True,0.39,Urban,True,False,False,False,False,True
2623,11,4.88,True,0.4,Urban,False,True,False,False,True,False
2624,11,3.74,True,0.47,Urban,False,True,False,True,False,False
2625,17,5.54,True,0.35,Rural,False,True,False,True,False,False
2626,15,5.55,True,0.42,Urban,True,False,False,False,False,True
2627,13,4.27,True,0.37,Urban,True,False,False,False,True,False
2628,10,8.83,True,0.45,Rural,True,False,False,False,False,True
2629,17,6.56,True,0.48,Rural,True,False,False,True,False,False
2630,12,4.52,True,0.31,Urban,False,True,False,True,False,False
2631,13,3.83,True,0.31,Rural,False,True,False,False,False,True
2632,12,2.04,False,0.46,Urban,True,False,False,True,False,False
2633,13,7.06,True,0.3,Urban,False,True,False,False,True,False
2634,15,5.08,True,0.33,Urban,True,False,False,False,True,False
2635,14,3.11,True,0.4,Urban,False,True,True,False,False,False
2636,12,5.25,True,0.36,Urban,False,True,False,True,False,False
2637,17,3.62,True,0.38,Urban,True,False,False,True,False,False
2638,13,2.75,False,0.4,Urban,False,True,False,True,False,False
2639,11,4.17,True,0.48,Urban,True,False,False,True,False,False
2640,16,4.98,True,0.44,Rural,True,False,False,True,False,False
2641,11,6.57,True,0.38,Rural,True,False,False,True,False,False
2642,8,3.94,True,0.5,Urban,False,True,False,True,False,False
2643,14,4.19,True,0.43,Urban,True,False,True,False,False,False
2644,14,4.15,True,0.33,Urban,True,False,False,True,False,False
2645,11,3.61,True,0.35,Urban,True,False,True,False,False,False
2646,10,0.46,False,0.58,Urban,True,False,False,False,True,False
2647,15,6.5,True,0.45,Urban,False,True,False,False,True,False
2648,12,3.99,True,0.3,Urban,False,True,False,False,False,True
2649,17,4.04,True,0.33,Urban,True,False,False,True,False,False
2650,14,2.87,False,0.49,Urban,False,True,False,False,False,True
2651,11,3.25,True,0.43,Rural,True,False,False,True,False,False
2652,11,3.77,True,0.32,Urban,False,True,False,True,False,False
2653,15,3.17,True,0.3,Rural,True,False,True,False,False,False
2654,15,2.38,False,0.31,Urban,True,False,False,False,False,True
2655,9,1.79,False,0.55,Urban,False,True,False,False,True,False
2656,9,0.74,False,0.46,Urban,True,False,False,True,False,False
2657,10,6.41,True,0.56,Urban,False,True,False,False,True,False
2658,10,6.23,True,0.58,Urban,False,True,False,False,True,False
2659,8,0.0,False,0.45,Urban,True,False,False,True,False,False
2660,10,7.27,True,0.57,Rural,False,True,False,False,False,True
2661,13,4.98,True,0.42,Urban,True,False,False,False,True,False
2662,15,2.55,False,0.38,Urban,True,False,False,True,False,False
2663,17,5.73,True,0.37,Urban,True,False,False,True,False,False
2664,13,5.61,True,0.42,Urban,False,True,True,False,False,False
2665,12,5.78,True,0.37,Urban,True,False,False,True,False,False
2666,11,2.69,False,0.36,Urban,False,True,False,False,False,True
2667,10,9.98,True,0.49,Urban,True,False,False,False,True,False
2668,11,3.61,True,0.32,Rural,True,False,False,False,False,True
2669,14,4.9,True,0.37,Urban,False,True,False,True,False,False
2670,8,4.2,True,0.51,Urban,True,False,False,True,False,False
2671,14,2.27,False,0.33,Urban,True,False,False,True,False,False
2672,8,11.77,True,0.59,Urban,True,False,False,True,False,False
2673,9,4.93,True,0.51,Urban,True,False,False,False,True,False
2674,11,4.12,True,0.31,Urban,False,True,False,False,True,False
2675,8,2.99,True,0.58,Rural,False,True,False,False,True,False
2676,18,6.64,True,0.34,Rural,False,True,False,True,False,False
2677,18,2.9,False,0.34,Rural,True,False,False,True,False,False
2678,18,3.18,True,0.44,Urban,False,True,False,False,True,False
2679,16,7.44,True,0.46,Urban,True,False,False,False,True,False
2680,13,5.61,True,0.41,Rural,True,False,False,False,False,True
2681,8,2.67,True,0.47,Urban,False,True,False,True,False,False
2682,8,4.62,True,0.48,Rural,True,False,False,True,False,False
2683,13,4.14,True,0.4,Urban,False,True,False,True,False,False
2684,11,5.1,True,0.47,Urban,False,True,False,True,False,False
2685,11,5.31,True,0.35,Urban,True,False,False,False,True,False
2686,18,6.37,True,0.42,Rural,False,True,False,False,False,True
2687,13,5.55,True,0.46,Urban,False,True,False,True,False,False
2688,18,3.54,True,0.4,Urban,False,True,False,True,False,False
2689,14,4.68,True,0.44,Rural,True,False,False,True,False,False
2690,16,6.27,True,0.38,Urban,False,True,False,True,False,False
2691,17,4.5,True,0.31,Urban,True,False,False,True,False,False
2692,12,2.94,False,0.46,Rural,False,True,True,False,False,False
2693,16,4.72,True,0.34,Urban,True,False,False,True,False,False
2694,11,4.27,True,0.37,Urban,False,True,False,True,False,False
2695,17,3.28,True,0.32,Urban,True,False,False,True,False,False
2696,9,2.56,True,0.47,Urban,True,False,False,True,False,False
2697,10,5.13,True,0.41,Urban,False,True,False,False,True,False
2698,18,2.34,False,0.38,Urban,True,False,False,False,False,True
2699,8,5.28,True,0.49,Rural,False,True,False,False,True,False
2700,13,3.75,True,0.48,Urban,True,False,False,True,False,False
2701,13,5.81,True,0.46,Urban,False,True,False,True,False,False
2702,8,5.55,True,0.58,Urban,True,False,False,True,False,False
2703,18,5.05,True,0.37,Rural,True,False,False,False,True,False
2704,10,0.0,False,0.56,Rural,True,False,False,False,True,False
2705,12,3.22,True,0.32,Urban,True,False,False,False,True,False
2706,10,5.16,True,0.58,Urban,True,False,False,False,True,False
2707,17,5.31,True,0.33,Urban,True,False,False,True,False,False
2708,10,0.8,False,0.53,Urban,False,True,False,True,False,False
2709,17,4.0,True,0.44,Urban,True,False,False,True,False,False
2710,10,2.89,True,0.48,Urban,False,True,False,False,False,True
2711,12,6.9,True,0.31,Rural,True,False,False,False,False,True
2712,12,2.01,False,0.36,Urban,False,True,False,True,False,False
2713,11,3.05,True,0.38,Urban,True,False,False,False,True,False
2714,8,4.61,True,0.54,Urban,False,True,False,True,False,False
2715,12,5.62,True,0.33,Urban,True,False,False,False,True,False
2716,17,5.18,True,0.44,Urban,False,True,False,True,False,False
2717,12,4.1,True,0.5,Rural,False,True,False,False,True,False
2718,11,7.15,True,0.31,Urban,False,True,False,False,False,True
2719,13,4.79,True,0.33,Urban,True,False,False,True,False,False
2720,17,5.67,True,0.49,Urban,False,True,True,False,False,False
2721,11,7.15,True,0.33,Urban,True,False,False,True,False,False
2722,14,3.01,True,0.41,Urban,True,False,False,True,False,False
2723,14,4.59,True,0.35,Rural,False,True,False,False,True,False
2724,9,1.62,False,0.54,Rural,True,False,False,False,True,False
2725,10,2.63,True,0.51,Urban,False,True,False,True,False,False
2726,8,4.39,True,0.56,Urban,True,False,False,False,True,False
2727,15,4.56,True,0.36,Urban,True,False,False,True,False,False
2728,16,4.14,True,0.44,Urban,False,True,False,True,False,False
2729,11,4.43,True,0.43,Urban,False,True,True,False,False,False
2730,13,6.84,True,0.46,Urban,False,True,False,True,False,False
2731,16,4.84,True,0.39,Rural,True,False,False,True,False,False
2732,13,3.14,True,0.37,Urban,True,False,True,False,False,False
2733,16,3.56,True,0.39,Urban,False,True,False,False,False,True
2734,11,5.54,True,0.34,Urban,True,False,True,False,False,False
2735,15,1.59,False,0.46,Urban,False,True,True,False,False,False
2736,16,5.73,True,0.36,Rural,True,False,True,False,False,False
2737,11,3.12,True,0.37,Urban,False,True,False,False,True,False
2738,12,5.92,True,0.37,Urban,False,True,True,False,False,False
2739,15,4.76,True,0.32,Urban,True,False,False,False,False,True
2740,17,5.15,True,0.39,Rural,False,True,False,True,False,False
2741,13,4.15,True,0.46,Rural,False,True,True,False,False,False
2742,14,4.75,True,0.31,Urban,True,False,True,False,False,False
2743,10,6.81,True,0.46,Urban,False,True,False,False,True,False
2744,14,5.5,True,0.35,Urban,False,True,False,True,False,False
2745,15,5.08,True,0.32,Rural,True,False,False,False,True,False
2746,17,3.92,True,0.39,Rural,False,True,False,True,False,False
2747,13,5.15,True,0.42,Urban,False,True,False,True,False,False
2748,17,4.04,True,0.49,Rural,False,True,False,True,False,False
2749,16,4.53,True,0.44,Urban,True,False,False,True,False,False
2750,13,3.85,True,0.32,Urban,True,False,False,False,True,False
2751,16,1.92,False,0.46,Urban,False,True,False,True,False,False
2752,11,4.41,True,0.39,Rural,False,True,False,False,True,False
2753,15,3.25,True,0.37,Urban,True,False,False,True,False,False
2754,18,3.89,True,0.31,Urban,True,False,False,True,False,False
2755,11,3.2,True,0.35,Urban,True,False,False,True,False,False
2756,9,2.97,True,0.44,Urban,False,True,False,True,False,False
2757,17,4.34,True,0.36,Urban,False,True,False,False,True,False
2758,18,5.13,True,0.34,Urban,False,True,False,False,True,False
2759,16,4.62,True,0.32,Rural,True,False,False,True,False,False
2760,12,2.84,False,0.31,Urban,True,False,False,False,False,True
2761,11,6.24,True,0.41,Urban,False,True,False,True,False,False
2762,9,2.03,True,0.56,Urban,False,True,False,True,False,False
2763,8,6.44,True,0.54,Urban,False,True,False,False,True,False
2764,18,2.77,False,0.47,Urban,True,False,False,True,False,False
2765,14,5.37,True,0.46,Urban,True,False,False,True,False,False
2766,13,4.56,True,0.35,Urban,False,True,False,True,False,False
2767,9,3.38,True,0.53,Rural,True,False,False,True,False,False
2768,15,5.52,True,0.3,Urban,False,True,False,True,False,False
2769,18,6.84,True,0.43,Rural,False,True,False,True,False,False
2770,11,4.57,True,0.37,Urban,True,False,False,False,True,False
2771,15,5.74,True,0.35,Rural,True,False,False,True,False,False
2772,14,5.75,True,0.42,Rural,True,False,False,False,True,False
2773,12,6.5,True,0.39,Urban,True,False,False,True,False,False
2774,17,4.39,True,0.31,Urban,True,False,False,True,False,False
2775,17,3.83,True,0.47,Rural,True,False,True,False,False,False
2776,15,4.59,True,0.35,Urban,False,True,False,True,False,False
2777,16,5.31,True,0.45,Rural,False,True,False,False,True,False
2778,12,4.52,True,0.5,Urban,True,False,False,False,False,True
2779,17,3.6,True,0.35,Urban,True,False,False,False,True,False
2780,12,5.96,True,0.31,Urban,True,False,False,False,False,True
2781,9,0.24,False,0.54,Rural,True,False,False,False,True,False
2782,12,3.55,True,0.43,Rural,False,True,False,False,True,False
2783,10,4.69,True,0.42,Urban,False,True,False,True,False,False
2784,14,5.52,True,0.44,Urban,False,True,False,False,True,False
2785,17,3.12,True,0.47,Urban,True,False,False,True,False,False
2786,12,6.11,True,0.34,Urban,True,False,True,False,False,False
2787,15,4.47,True,0.4,Urban,True,False,False,True,False,False
2788,8,5.37,True,0.5,Urban,False,True,False,False,True,False
2789,10,8.3,True,0.43,Urban,True,False,False,False,True,False
2790,10,8.08,True,0.53,Rural,True,False,False,True,False,False
2791,16,5.04,True,0.43,Urban,False,True,False,True,False,False
2792,12,2.9,False,0.39,Rural,False,True,False,False,True,False
2793,16,3.27,True,0.46,Urban,True,False,True,False,False,False
2794,16,3.39,True,0.42,Urban,True,False,False,True,False,False
2795,8,0.08,False,0.46,Urban,False,True,False,True,False,False
2796,9,6.13,True,0.58,Urban,True,False,False,False,True,False
2797,12,5.15,True,0.4,Rural,False,True,False,True,False,False
2798,11,6.99,True,0.38,Urban,True,False,False,False,False,True
2799,17,4.06,True,0.42,Urban,False,True,False,True,False,False
2800,16,3.88,True,0.45,Urban,True,False,True,False,False,False
2801,14,5.75,True,0.44,Urban,False,True,False,True,False,False
2802,13,6.05,True,0.37,Urban,True,False,False,False,True,False
2803,14,5.39,True,0.43,Rural,False,True,False,False,True,False
2804,8,0.26,False,0.46,Rural,True,False,False,False,False,True
2805,8,0.0,False,0.57,Urban,True,False,False,True,False,False
2806,15,5.12,True,0.48,Urban,False,True,False,True,False,False
2807,9,3.88,True,0.56,Urban,False,True,False,True,False,False
2808,17,3.31,True,0.38,Urban,False,True,False,True,False,False
2809,18,6.79,True,0.32,Urban,True,False,False,True,False,False
2810,16,4.24,True,0.37,Urban,True,False,True,False,False,False
2811,14,5.29,True,0.3,Urban,True,False,False,False,True,False
2812,13,4.64,True,0.43,Rural,True,False,False,False,False,True
2813,8,3.24,True,0.56,Urban,False,True,False,False,True,False
2814,8,6.99,True,0.43,Rural,False,True,False,True,False,False
2815,9,2.87,True,0.54,Urban,False,True,False,False,False,True
2816,13,4.84,True,0.47,Rural,False,True,False,False,True,False
2817,13,3.27,True,0.45,Urban,False,True,False,True,False,False
2818,9,7.0,True,0.56,Urban,True,False,False,False,True,False
2819,8,7.6,True,0.45,Urban,False,True,False,False,False,True
2820,17,6.19,True,0.49,Urban,False,True,False,True,False,False
2821,12,5.05,True,0.39,Urban,False,True,True,False,False,False
2822,12,4.46,True,0.34,Urban,True,False,False,False,True,False
2823,9,0.0,False,0.5,Urban,False,True,False,False,True,False
2824,13,5.73,True,0.45,Urban,False,True,True,False,False,False
2825,16,2.68,False,0.41,Rural,False,True,False,True,False,False
2826,9,7.16,True,0.57,Rural,False,True,False,True,False,False
2827,17,5.52,True,0.36,Urban,True,False,True,False,False,False
2828,9,1.07,False,0.48,Urban,False,True,False,False,True,False
2829,10,5.37,True,0.53,Rural,False,True,False,False,True,False
2830,14,3.62,True,0.35,Urban,True,False,False,True,False,False
2831,13,6.5,True,0.34,Rural,False,True,False,True,False,False
2832,15,4.43,True,0.32,Urban,True,False,False,True,False,False
2833,15,2.0,False,0.38,Rural,False,True,True,False,False,False
2834,13,3.48,True,0.47,Urban,False,True,False,True,False,False
2835,18,6.33,True,0.35,Urban,True,False,True,False,False,False
2836,17,3.73,True,0.33,Urban,False,True,False,True,False,False
2837,10,7.23,True,0.44,Urban,True,False,False,False,False,True
2838,10,4.38,True,0.53,Rural,False,True,False,False,True,False
2839,8,2.95,True,0.42,Urban,True,False,False,False,False,True
2840,14,3.0,False,0.36,Urban,True,False,False,True,False,False
2841,12,3.61,True,0.45,Urban,True,False,True,False,False,False
2842,11,2.09,False,0.48,Rural,True,False,True,False,False,False
2843,17,4.88,True,0.31,Urban,False,True,False,True,False,False
2844,11,5.45,True,0.47,Rural,True,False,True,False,False,False
2845,11,4.27,True,0.43,Urban,True,False,False,True,False,False
2846,13,5.83,True,0.43,Urban,True,False,True,False,False,False
2847,15,3.86,True,0.35,Rural,False,True,True,False,False,False
2848,15,4.05,True,0.32,Urban,True,False,True,False,False,False
2849,12,2.81,False,0.47,Urban,False,True,False,False,True,False
2850,13,5.02,True,0.35,Urban,False,True,False,True,False,False
2851,11,5.28,True,0.41,Rural,False,True,False,False,False,True
2852,18,5.41,True,0.47,Urban,True,False,False,True,False,False
2853,16,2.91,False,0.42,Rural,False,True,True,False,False,False
2854,15,5.87,True,0.39,Urban,False,True,False,True,False,False
2855,17,3.96,True,0.36,Urban,False,True,False,True,False,False
2856,17,4.64,True,0.4,Urban,False,True,False,True,False,False
2857,8,3.68,True,0.47,Urban,True,False,False,False,False,True
2858,9,4.93,True,0.56,Urban,False,True,False,False,True,False
2859,16,4.58,True,0.36,Rural,False,True,False,True,False,False
2860,15,4.07,True,0.38,Urban,True,False,True,False,False,False
2861,10,1.05,False,0.54,Rural,False,True,False,False,True,False
2862,15,3.21,True,0.44,Urban,True,False,True,False,False,False
2863,8,3.83,True,0.51,Urban,False,True,False,True,False,False
2864,17,4.32,True,0.4,Urban,True,False,False,True,False,False
2865,11,4.35,True,0.37,Urban,False,True,False,False,True,False
2866,10,0.08,False,0.41,Rural,True,False,False,True,False,False
2867,13,3.09,True,0.49,Rural,True,False,False,True,False,False
2868,14,5.13,True,0.47,Rural,False,True,False,True,False,False
2869,11,4.21,True,0.47,Rural,False,True,False,True,False,False
2870,14,3.27,True,0.35,Urban,True,False,True,False,False,False
2871,16,3.45,True,0.43,Urban,True,False,True,False,False,False
2872,18,4.86,True,0.38,Urban,False,True,False,True,False,False
2873,9,4.72,True,0.44,Urban,False,True,False,True,False,False
2874,18,2.87,False,0.37,Rural,True,False,False,True,False,False
2875,10,8.42,True,0.58,Urban,True,False,False,True,False,False
2876,12,5.17,True,0.47,Urban,True,False,True,False,False,False
2877,10,4.66,True,0.43,Urban,False,True,False,False,True,False
2878,18,3.82,True,0.41,Rural,True,False,False,True,False,False
2879,15,4.53,True,0.5,Rural,False,True,False,True,False,False
2880,17,6.05,True,0.3,Urban,True,False,False,False,True,False
2881,15,4.69,True,0.41,Rural,True,False,False,True,False,False
2882,15,4.98,True,0.42,Urban,False,True,False,True,False,False
2883,16,3.31,True,0.36,Urban,True,False,False,False,False,True
2884,11,3.34,True,0.32,Rural,True,False,False,True,False,False
2885,12,3.57,True,0.37,Rural,False,True,False,False,True,False
2886,12,3.83,True,0.47,Urban,True,False,True,False,False,False
2887,15,2.28,False,0.34,Urban,True,False,True,False,False,False
2888,14,4.45,True,0.34,Urban,False,True,True,False,False,False
2889,16,4.76,True,0.39,Rural,False,True,False,False,False,True
2890,15,4.71,True,0.49,Rural,True,False,False,True,False,False
2891,9,1.98,False,0.56,Urban,False,True,False,True,False,False
2892,17,4.81,True,0.35,Urban,True,False,False,False,False,True
2893,11,5.38,True,0.46,Urban,True,False,True,False,False,False
2894,13,5.44,True,0.44,Urban,False,True,False,False,True,False
2895,9,4.11,True,0.5,Urban,True,False,False,False,True,False
2896,14,5.33,True,0.34,Rural,True,False,False,True,False,False
2897,10,1.2,False,0.5,Rural,True,False,False,True,False,False
2898,10,4.02,True,0.43,Urban,True,False,False,True,False,False
2899,18,5.82,True,0.48,Rural,True,False,False,True,False,False
2900,9,4.42,True,0.57,Urban,False,True,False,False,False,True
2901,18,5.18,True,0.3,Urban,True,False,False,False,True,False
2902,15,3.69,True,0.49,Urban,False,True,False,False,True,False
2903,13,3.64,True,0.46,Rural,True,False,False,True,False,False
2904,8,7.05,True,0.42,Rural,False,True,False,True,False,False
2905,8,4.96,True,0.47,Urban,False,True,False,False,False,True
2906,14,6.1,True,0.38,Urban,False,True,False,True,False,False
2907,15,5.25,True,0.31,Urban,True,False,True,False,False,False
2908,12,5.38,True,0.45,Rural,True,False,True,False,False,False
2909,18,4.54,True,0.39,Urban,True,False,False,True,False,False
2910,12,6.25,True,0.31,Rural,False,True,False,False,False,True
2911,11,4.34,True,0.38,Urban,False,True,False,False,False,True
2912,13,4.06,True,0.38,Urban,True,False,False,False,True,False
2913,13,6.38,True,0.35,Rural,False,True,True,False,False,False
2914,10,7.78,True,0.47,Urban,False,True,False,False,True,False
2915,16,6.32,True,0.48,Urban,False,True,False,True,False,False
2916,18,2.87,False,0.42,Urban,False,True,False,True,False,False
2917,14,3.25,True,0.4,Urban,False,True,False,True,False,False
2918,8,0.42,False,0.53,Rural,True,False,False,False,False,True
2919,14,5.2,True,0.36,Rural,False,True,False,True,False,False
2920,12,4.52,True,0.33,Urban,True,False,True,False,False,False
2921,12,4.76,True,0.4,Urban,False,True,False,True,False,False
2922,9,8.04,True,0.56,Urban,False,True,False,True,False,False
2923,11,5.18,True,0.41,Urban,False,True,False,True,False,False
2924,13,6.46,True,0.35,Rural,True,False,False,False,True,False
2925,17,4.36,True,0.39,Urban,True,False,False,True,False,False
2926,18,3.83,True,0.32,Rural,False,True,False,True,False,False
2927,14,5.96,True,0.35,Urban,False,True,False,False,True,False
2928,18,4.92,True,0.42,Urban,False,True,False,True,False,False
2929,12,2.95,False,0.44,Urban,True,False,True,False,False,False
2930,16,4.84,True,0.36,Rural,True,False,False,False,True,False
2931,10,1.31,False,0.52,Rural,True,False,False,False,True,False
2932,8,1.88,False,0.42,Urban,True,False,False,True,False,False
2933,11,3.65,True,0.37,Urban,False,True,False,True,False,False
2934,16,3.64,True,0.48,Urban,False,True,False,False,False,True
2935,11,4.95,True,0.48,Urban,False,True,False,True,False,False
2936,9,4.24,True,0.59,Urban,False,True,False,True,False,False
2937,17,4.54,True,0.47,Rural,False,True,False,False,True,False
2938,12,4.6,True,0.43,Rural,True,False,True,False,False,False
2939,10,0.36,False,0.4,Rural,True,False,False,False,False,True
2940,16,6.72,True,0.41,Rural,True,False,False,True,False,False
2941,11,6.86,True,0.3,Urban,True,False,False,False,False,True
2942,13,3.83,True,0.32,Rural,False,True,False,False,True,False
2943,9,5.75,True,0.43,Rural,False,True,False,False,False,True
2944,13,4.62,True,0.47,Urban,False,True,False,True,False,False
2945,10,7.58,True,0.45,Urban,False,True,False,True,False,False
2946,16,3.47,True,0.49,Urban,True,False,False,False,False,True
2947,18,4.44,True,0.41,Rural,True,False,True,False,False,False
2948,9,0.62,False,0.58,Urban,True,False,False,True,False,False
2949,16,4.66,True,0.38,Rural,True,False,False,False,False,True
2950,12,5.16,True,0.48,Urban,False,True,False,True,False,False
2951,15,4.16,True,0.38,Urban,False,True,True,False,False,False
2952,9,7.15,True,0.43,Urban,True,False,False,False,True,False
2953,13,2.74,False,0.47,Urban,True,False,False,False,False,True
2954,10,0.78,False,0.53,Urban,True,False,False,False,True,False
2955,17,5.37,True,0.37,Urban,True,False,False,True,False,False
2956,12,4.92,True,0.35,Urban,True,False,False,True,False,False
2957,15,4.64,True,0.32,Urban,False,True,False,True,False,False
2958,17,3.73,True,0.39,Urban,False,True,False,True,False,False
2959,8,0.0,False,0.41,Urban,False,True,False,True,False,False
2960,12,5.33,True,0.44,Rural,True,False,False,True,False,False
2961,10,0.79,False,0.4,Urban,False,True,False,False,True,False
2962,11,4.75,True,0.41,Rural,False,True,False,True,False,False
2963,9,4.67,True,0.47,Urban,False,True,False,True,False,False
2964,16,4.83,True,0.42,Rural,False,True,False,True,False,False
2965,10,4.78,True,0.6,Urban,True,False,False,False,True,False
2966,9,7.54,True,0.6,Urban,True,False,False,True,False,False
2967,17,5.14,True,0.47,Urban,True,False,False,True,False,False
2968,18,3.89,True,0.3,Rural,True,False,False,True,False,False
2969,16,5.97,True,0.4,Rural,False,True,False,True,False,False
2970,14,1.5,False,0.36,Urban,True,False,False,False,True,False
2971,13,4.51,True,0.48,Urban,False,True,False,False,False,True
2972,8,2.19,True,0.43,Urban,False,True,False,False,True,False
2973,12,5.31,True,0.32,Urban,True,False,False,False,True,False
2974,18,5.44,True,0.32,Urban,True,False,True,False,False,False
2975,18,3.22,True,0.33,Urban,False,True,False,False,True,False
2976,10,5.96,True,0.55,Urban,False,True,False,True,False,False
2977,8,5.7,True,0.48,Urban,True,False,False,False,True,False
2978,11,5.85,True,0.37,Urban,False,True,False,True,False,False
2979,9,0.0,False,0.42,Urban,False,True,False,True,False,False
2980,9,5.06,True,0.48,Urban,True,False,False,False,False,True
2981,10,5.33,True,0.59,Urban,True,False,False,True,False,False
2982,15,5.25,True,0.37,Rural,True,False,False,True,False,False
2983,15,3.59,True,0.39,Urban,False,True,False,True,False,False
2984,14,4.41,True,0.38,Urban,True,False,False,False,True,False
2985,13,5.13,True,0.44,Urban,True,False,False,True,False,False
2986,16,4.31,True,0.45,Rural,True,False,False,False,False,True
2987,11,6.69,True,0.37,Urban,False,True,False,False,True,False
2988,8,7.8,True,0.52,Rural,True,False,False,False,True,False
2989,15,2.69,False,0.41,Urban,True,False,False,True,False,False
2990,14,5.07,True,0.46,Urban,False,True,False,False,True,False
2991,14,4.06,True,0.34,Rural,True,False,False,True,False,False
2992,10,3.36,True,0.48,Rural,True,False,False,False,False,True
2993,11,5.51,True,0.47,Rural,False,True,False,True,False,False
2994,17,3.55,True,0.3,Urban,False,True,False,False,True,False
2995,16,4.15,True,0.32,Urban,True,False,False,True,False,False
2996,13,4.24,True,0.44,Urban,False,True,False,True,False,False
2997,12,4.59,True,0.46,Rural,False,True,False,True,False,False
2998,10,3.64,True,0.43,Urban,True,False,False,True,False,False
2999,16,4.17,True,0.45,Urban,True,False,False,True,False,False
3000,12,4.93,True,0.35,Urban,False,True,False,True,False,False
3001,12,5.54,True,0.47,Urban,True,False,True,False,False,False
3002,11,2.45,False,0.37,Urban,True,False,False,True,False,False
3003,11,3.48,True,0.5,Urban,True,False,True,False,False,False
3004,8,8.76,True,0.46,Urban,True,False,False,True,False,False
3005,14,3.7,True,0.48,Urban,True,False,False,True,False,False
3006,16,3.52,True,0.38,Urban,False,True,False,True,False,False
3007,10,5.31,True,0.55,Urban,False,True,False,False,True,False
3008,9,5.38,True,0.51,Urban,True,False,False,False,False,True
3009,10,9.16,True,0.54,Rural,False,True,False,False,True,False
3010,8,7.2,True,0.57,Urban,True,False,False,False,True,False
3011,13,3.6,True,0.3,Urban,True,False,False,True,False,False
3012,18,4.21,True,0.37,Urban,False,True,False,True,False,False
3013,18,3.51,True,0.32,Urban,True,False,False,True,False,False
3014,14,6.07,True,0.33,Rural,False,True,False,True,False,False
3015,18,5.4,True,0.38,Rural,True,False,False,False,True,False
3016,18,4.98,True,0.48,Urban,True,False,False,True,False,False
3017,9,2.44,True,0.53,Rural,False,True,False,False,False,True
3018,15,4.03,True,0.44,Urban,True,False,False,True,False,False
3019,13,3.47,True,0.47,Urban,False,True,True,False,False,False
3020,11,3.64,True,0.4,Rural,False,True,False,False,False,True
3021,12,5.76,True,0.36,Rural,True,False,False,False,True,False
3022,15,5.05,True,0.42,Rural,True,False,True,False,False,False
3023,10,5.15,True,0.57,Urban,False,True,False,False,False,True
3024,10,3.79,True,0.42,Urban,True,False,False,False,True,False
3025,18,4.95,True,0.47,Urban,False,True,False,False,False,True
3026,11,6.07,True,0.48,Urban,False,True,False,True,False,False
3027,8,3.19,True,0.59,Urban,True,False,False,False,True,False
3028,16,4.49,True,0.33,Urban,True,False,False,True,False,False
3029,15,3.84,True,0.32,Rural,False,True,False,True,False,False
3030,15,3.48,True,0.38,Urban,True,False,False,True,False,False
3031,17,5.83,True,0.38,Urban,False,True,False,False,True,False
3032,13,5.6,True,0.44,Urban,False,True,False,False,True,False
3033,14,2.54,False,0.31,Urban,False,True,False,True,False,False
3034,13,5.65,True,0.35,Urban,False,True,False,False,True,False
3035,16,5.64,True,0.35,Urban,False,True,False,False,True,False
3036,10,1.51,False,0.47,Urban,False,True,False,False,False,True
3037,10,1.76,False,0.57,Rural,True,False,False,True,False,False
3038,10,2.77,True,0.51,Urban,False,True,False,True,False,False
3039,17,5.62,True,0.32,Urban,False,True,False,True,False,False
3040,10,8.14,True,0.46,Urban,True,False,False,False,True,False
3041,16,3.8,True,0.46,Rural,False,True,True,False,False,False
3042,11,4.68,True,0.41,Urban,True,False,False,True,False,False
3043,14,2.54,False,0.31,Rural,False,True,False,False,False,True
3044,16,3.09,True,0.35,Urban,True,False,False,False,True,False
3045,18,6.39,True,0.34,Urban,False,True,True,False,False,False
3046,14,4.52,True,0.39,Urban,True,False,False,False,False,True
3047,16,5.9,True,0.4,Urban,False,True,False,True,False,False
3048,10,4.84,True,0.57,Rural,False,True,False,False,False,True
3049,11,5.57,True,0.36,Urban,True,False,True,False,False,False
3050,15,2.72,False,0.38,Urban,False,True,False,True,False,False
3051,13,2.81,False,0.49,Urban,True,False,False,True,False,False
3052,12,4.46,True,0.41,Urban,False,True,False,True,False,False
3053,11,3.93,True,0.44,Rural,False,True,False,False,True,False
3054,15,4.08,True,0.48,Urban,False,True,True,False,False,False
3055,8,4.66,True,0.45,Rural,True,False,False,False,True,False
3056,16,5.49,True,0.32,Urban,False,True,False,True,False,False
3057,8,7.64,True,0.44,Urban,True,False,False,False,True,False
3058,15,3.98,True,0.44,Urban,False,True,False,False,False,True
3059,11,4.5,True,0.31,Urban,True,False,False,False,True,False
3060,16,3.91,True,0.37,Rural,True,False,False,True,False,False
3061,18,5.36,True,0.3,Rural,True,False,False,True,False,False
3062,12,4.45,True,0.45,Urban,False,True,False,True,False,False
