,Age,Avg_Daily_Screen_Time_hr,Exceeded_Recommended_Limit,Educational_to_Recreational_Ratio,Urban_or_Rural,Gender_Male,Primary_Device_Laptop,Primary_Device_Smartphone,Primary_Device_TV
1903,18,3.56,True,0.34,Urban,0,0,1,0
1904,17,7.3,True,0.4,Rural,0,0,1,0
1905,10,1.69,False,0.54,Rural,0,0,0,1
1906,13,1.77,False,0.49,Urban,1,0,1,0
1907,17,2.59,False,0.34,Urban,0,0,1,0
1908,17,0.25,False,0.4,Urban,0,0,1,0
1909,16,6.24,True,0.46,Rural,1,0,1,0
1910,8,0.88,False,0.51,Urban,1,0,1,0
1911,12,3.53,True,0.39,Urban,1,0,1,0
1912,11,5.59,True,0.3,Urban,1,0,0,1
1913,15,6.83,True,0.37,Urban,0,1,0,0
1914,18,5.34,True,0.35,Urban,0,0,0,1
1915,8,2.77,True,0.44,Rural,1,0,1,0
1916,16,2.28,False,0.45,Urban,0,1,0,0
1917,13,2.96,False,0.32,Urban,1,0,1,0
1918,11,6.0,True,0.49,Urban,0,1,0,0
1919,16,4.87,True,0.47,Urban,1,0,0,1
1920,18,6.69,True,0.43,Urban,0,0,1,0
1921,12,3.64,True,0.43,Urban,0,1,0,0
1922,12,6.53,True,0.32,Urban,0,1,0,0
1923,12,3.77,True,0.45,Urban,1,1,0,0
1924,8,3.59,True,0.49,Urban,0,0,0,0
1925,8,7.33,True,0.42,Urban,1,0,1,0
1926,15,4.9,True,0.44,Rural,0,0,0,0
1927,15,3.03,True,0.46,Urban,1,0,0,1
1928,13,6.89,True,0.46,Rural,0,0,1,0
1929,18,3.69,True,0.45,Urban,0,0,0,1
1930,11,6.4,True,0.5,Urban,1,0,1,0
1931,9,4.72,True,0.59,Urban,1,0,1,0
1932,9,3.13,True,0.45,Rural,0,0,1,0
1933,16,4.69,True,0.44,Urban,0,1,0,0
1934,12,5.37,True,0.5,Rural,0,0,0,1
1935,11,6.29,True,0.44,Urban,1,0,1,0
1936,17,5.07,True,0.35,Urban,0,0,1,0
1937,8,2.85,True,0.52,Urban,0,0,0,1
1938,14,4.04,True,0.38,Rural,0,1,0,0
1939,10,4.27,True,0.5,Urban,0,0,0,1
1940,13,5.3,True,0.45,Urban,1,0,1,0
1941,12,3.13,True,0.43,Urban,0,0,1,0
1942,12,4.01,True,0.46,Urban,1,1,0,0
1943,18,5.1,True,0.37,Urban,0,0,1,0
1944,12,4.89,True,0.33,Urban,1,0,1,0
1945,8,2.82,True,0.55,Urban,1,0,0,0
1946,8,5.05,True,0.54,Rural,1,0,0,1
1947,10,4.58,True,0.44,Rural,0,0,1,0
1948,17,5.57,True,0.32,Urban,0,0,0,0
1949,11,4.63,True,0.46,Urban,1,1,0,0
1950,12,3.6,True,0.31,Urban,1,0,1,0
1951,9,2.62,True,0.56,Rural,0,0,0,1
1952,15,4.84,True,0.38,Urban,0,0,0,1
1953,18,3.66,True,0.43,Urban,1,0,0,0
1954,18,4.91,True,0.3,Urban,1,1,0,0
1955,9,4.34,True,0.56,Urban,1,0,0,0
1956,16,6.37,True,0.36,Urban,1,1,0,0
1957,9,2.91,True,0.46,Rural,0,0,1,0
1958,16,5.35,True,0.3,Rural,0,0,1,0
1959,14,5.55,True,0.42,Rural,0,0,1,0
1960,15,3.28,True,0.39,Urban,0,1,0,0
1961,18,3.19,True,0.46,Urban,1,0,0,1
1962,9,6.73,True,0.53,Urban,1,0,0,1
1963,14,4.94,True,0.4,Urban,1,0,1,0
1964,13,5.3,True,0.36,Urban,0,0,1,0
1965,11,3.95,True,0.36,Urban,1,0,1,0
1966,14,3.06,True,0.33,Urban,1,0,1,0
1967,11,3.23,True,0.3,Urban,1,0,0,1
1968,9,4.24,True,0.55,Rural,1,0,0,0
1969,17,6.87,True,0.5,Urban,0,1,0,0
1970,14,4.89,True,0.48,Rural,1,0,0,0
1971,15,3.56,True,0.37,Urban,0,1,0,0
1972,9,3.48,True,0.46,Urban,1,0,1,0
1973,12,5.32,True,0.47,Urban,1,0,1,0
1974,8,6.34,True,0.52,Urban,1,0,0,1
1975,14,4.84,True,0.37,Urban,0,0,1,0
1976,15,7.04,True,0.31,Urban,1,0,1,0
1977,13,5.11,True,0.49,Urban,1,1,0,0
1978,12,4.03,True,0.5,Rural,1,0,0,1
1979,13,2.99,False,0.35,Urban,1,0,1,0
1980,9,1.98,False,0.48,Rural,0,0,0,1
1981,8,5.98,True,0.44,Rural,0,0,0,0
1982,14,3.54,True,0.32,Urban,0,0,0,1
1983,14,5.46,True,0.41,Urban,0,0,1,0
1984,17,5.46,True,0.36,Urban,1,0,1,0
1985,18,3.67,True,0.41,Rural,0,0,1,0
1986,17,4.17,True,0.48,Rural,1,0,1,0
1987,9,0.75,False,0.52,Urban,1,0,0,1
1988,9,3.11,True,0.52,Urban,0,0,1,0
1989,8,0.0,False,0.56,Rural,1,0,1,0
1990,17,4.04,True,0.33,Urban,0,0,0,1
1991,15,4.15,True,0.33,Rural,0,0,0,0
1992,15,4.55,True,0.49,Urban,0,0,0,1
1993,8,8.79,True,0.56,Urban,0,0,1,0
1994,18,5.61,True,0.39,Urban,0,0,1,0
1995,15,4.4,True,0.32,Urban,0,1,0,0
1996,16,3.46,True,0.41,Urban,1,0,1,0
1997,11,4.11,True,0.38,Urban,1,0,0,1
1998,8,3.04,True,0.44,Rural,1,0,1,0
1999,8,2.06,True,0.55,Rural,1,0,0,1
2000,10,3.03,True,0.44,Urban,1,0,0,1
2001,12,5.05,True,0.37,Urban,0,0,1,0
2002,12,0.5,False,0.34,Rural,0,0,1,0
2003,16,6.04,True,0.33,Rural,0,1,0,0
2004,17,6.05,True,0.44,Urban,0,0,1,0
2005,9,5.49,True,0.6,Urban,0,0,1,0
2006,9,3.6,True,0.44,Urban,1,0,1,0
2007,13,3.61,True,0.32,Urban,1,0,1,0
2008,16,3.45,True,0.42,Urban,1,0,0,0
2009,8,5.83,True,0.6,Urban,0,0,0,1
2010,16,4.34,True,0.32,Urban,0,0,1,0
2011,16,4.26,True,0.47,Urban,0,0,0,1
2012,16,5.23,True,0.34,Urban,1,0,1,0
2013,12,5.83,True,0.4,Urban,0,1,0,0
2014,16,4.96,True,0.32,Urban,1,0,0,0
2015,18,3.45,True,0.35,Urban,1,1,0,0
2016,11,5.17,True,0.48,Urban,1,0,0,1
2017,9,8.01,True,0.56,Urban,0,0,1,0
2018,13,4.47,True,0.36,Urban,1,0,0,1
2019,11,5.5,True,0.43,Urban,1,1,0,0
2020,13,3.85,True,0.41,Urban,1,0,1,0
2021,10,4.62,True,0.55,Rural,0,0,1,0
2022,13,3.12,True,0.49,Urban,1,0,1,0
2023,9,8.95,True,0.55,Rural,0,0,1,0
2024,9,2.61,True,0.46,Urban,1,0,0,1
2025,16,3.28,True,0.4,Urban,0,0,0,1
2026,14,4.84,True,0.5,Urban,1,0,1,0
2027,10,7.51,True,0.48,Rural,0,0,0,1
2028,18,5.47,True,0.4,Urban,0,0,0,0
2029,8,4.05,True,0.44,Urban,1,0,0,0
2030,15,2.97,False,0.4,Urban,1,0,1,0
2031,13,4.46,True,0.39,Urban,1,1,0,0
2032,14,5.31,True,0.4,Urban,1,0,0,0
2033,16,4.19,True,0.47,Urban,0,1,0,0
2034,12,4.34,True,0.43,Urban,0,0,0,0
2035,8,3.3,True,0.48,Urban,1,0,1,0
2036,17,5.25,True,0.3,Rural,1,0,1,0
2037,14,7.67,True,0.33,Urban,0,0,1,0
2038,12,3.58,True,0.4,Urban,0,1,0,0
2039,10,7.85,True,0.46,Rural,0,0,0,0
2040,16,4.28,True,0.45,Rural,1,0,1,0
2041,8,4.84,True,0.46,Rural,0,0,1,0
2042,8,6.25,True,0.47,Urban,1,0,0,1
2043,8,5.86,True,0.47,Rural,1,0,0,0
2044,10,3.62,True,0.52,Urban,1,0,0,0
2045,13,5.62,True,0.31,Urban,0,1,0,0
2046,17,4.96,True,0.49,Rural,1,0,1,0
2047,18,5.48,True,0.46,Urban,1,0,1,0
2048,10,2.38,True,0.6,Rural,1,0,0,1
2049,15,2.81,False,0.46,Rural,1,1,0,0
2050,17,4.39,True,0.39,Rural,1,0,0,1
2051,9,4.92,True,0.57,Rural,1,0,0,1
2052,16,6.94,True,0.41,Urban,0,0,1,0
2053,10,0.8,False,0.45,Rural,0,0,0,1
2054,12,3.79,True,0.4,Rural,0,0,0,1
2055,17,3.13,True,0.36,Urban,1,0,1,0
2056,15,1.98,False,0.46,Rural,0,1,0,0
2057,9,0.0,False,0.48,Urban,0,0,0,0
2058,13,7.05,True,0.37,Rural,1,0,0,1
2059,12,3.61,True,0.42,Rural,0,1,0,0
2060,17,5.89,True,0.39,Urban,1,0,1,0
2061,16,5.41,True,0.32,Rural,1,0,1,0
2062,12,5.71,True,0.46,Urban,1,0,0,1
2063,9,4.75,True,0.53,Urban,0,0,0,1
2064,12,3.15,True,0.37,Urban,0,0,1,0
2065,11,3.68,True,0.4,Urban,1,0,0,1
2066,18,3.98,True,0.49,Urban,1,0,0,0
2067,14,5.43,True,0.5,Urban,1,1,0,0
2068,13,3.63,True,0.37,Urban,0,0,1,0
2069,9,0.96,False,0.44,Rural,0,0,1,0
2070,18,4.13,True,0.46,Urban,1,0,1,0
2071,18,5.33,True,0.37,Rural,1,0,0,1
2072,12,5.88,True,0.36,Urban,0,0,1,0
2073,14,4.85,True,0.38,Rural,0,0,1,0
2074,18,4.12,True,0.37,Urban,0,1,0,0
2075,14,5.72,True,0.46,Urban,0,0,1,0
2076,12,3.38,True,0.33,Urban,0,0,0,0
2077,16,5.43,True,0.45,Rural,1,0,1,0
2078,11,3.4,True,0.33,Urban,0,0,1,0
2079,18,2.65,False,0.42,Rural,1,0,0,1
2080,10,1.77,False,0.47,Urban,0,0,0,0
2081,11,5.21,True,0.45,Urban,0,0,1,0
2082,12,5.33,True,0.31,Urban,0,1,0,0
2083,13,5.85,True,0.44,Rural,1,0,1,0
2084,10,2.36,True,0.46,Rural,1,0,0,1
2085,9,6.46,True,0.44,Urban,1,0,1,0
2086,11,3.88,True,0.36,Urban,0,0,1,0
2087,12,3.8,True,0.38,Urban,0,1,0,0
2088,11,2.23,False,0.44,Urban,0,1,0,0
2089,18,5.48,True,0.44,Urban,1,0,1,0
2090,10,0.0,False,0.49,Urban,0,0,0,0
2091,15,6.11,True,0.49,Urban,0,0,0,0
2092,17,4.3,True,0.49,Rural,1,0,1,0
2093,11,4.03,True,0.3,Urban,1,0,0,0
2094,9,6.3,True,0.56,Urban,0,0,1,0
2095,9,3.13,True,0.5,Urban,1,0,0,1
2096,8,6.22,True,0.51,Rural,1,0,0,0
2097,11,3.72,True,0.37,Urban,1,0,1,0
2098,17,3.05,True,0.34,Rural,1,0,0,1
2099,16,5.01,True,0.4,Urban,1,1,0,0
2100,18,2.98,False,0.36,Rural,1,1,0,0
2101,14,5.57,True,0.3,Urban,1,0,1,0
2102,17,5.33,True,0.49,Urban,0,0,1,0
2103,14,2.76,False,0.45,Rural,1,1,0,0
2104,14,6.21,True,0.42,Urban,1,0,1,0
2105,15,5.75,True,0.44,Urban,1,0,1,0
2106,8,5.35,True,0.52,Urban,0,0,0,1
2107,17,3.73,True,0.33,Urban,0,0,1,0
2108,17,3.79,True,0.39,Urban,1,0,0,1
2109,15,4.38,True,0.5,Rural,0,0,0,0
2110,11,3.91,True,0.31,Urban,0,0,0,1
2111,11,3.45,True,0.35,Urban,1,1,0,0
2112,11,5.05,True,0.43,Urban,0,0,0,1
2113,13,4.3,True,0.5,Rural,1,0,1,0
2114,14,4.81,True,0.39,Rural,1,0,1,0
2115,13,4.0,True,0.42,Urban,1,0,0,0
2116,8,0.0,False,0.56,Urban,0,0,1,0
2117,15,6.14,True,0.35,Urban,0,0,1,0
2118,17,4.85,True,0.42,Urban,1,0,0,0
2119,18,2.79,False,0.4,Rural,1,0,1,0
2120,14,3.83,True,0.42,Rural,1,0,1,0
2121,13,4.9,True,0.48,Urban,0,1,0,0
2122,13,2.72,False,0.42,Rural,0,0,1,0
2123,12,5.09,True,0.46,Urban,1,0,1,0
2124,13,4.54,True,0.4,Urban,0,0,1,0
2125,16,4.04,True,0.38,Urban,1,1,0,0
2126,17,6.02,True,0.44,Rural,0,0,1,0
2127,16,2.84,False,0.32,Urban,0,1,0,0
2128,17,6.75,True,0.5,Rural,0,0,0,1
2129,15,3.58,True,0.44,Urban,0,1,0,0
2130,17,3.38,True,0.49,Rural,0,1,0,0
2131,16,5.51,True,0.48,Urban,1,1,0,0
2132,17,3.11,True,0.49,Urban,0,0,1,0
2133,15,4.08,True,0.36,Urban,1,0,0,1
2134,15,6.13,True,0.43,Urban,0,0,0,1
2135,8,1.32,False,0.53,Urban,0,0,0,0
2136,17,3.58,True,0.33,Urban,1,0,0,1
2137,18,2.28,False,0.39,Urban,1,0,1,0
2138,12,6.38,True,0.42,Urban,1,0,1,0
2139,11,4.0,True,0.36,Urban,1,0,1,0
2140,9,4.87,True,0.53,Rural,1,0,1,0
2141,15,3.19,True,0.36,Urban,1,0,1,0
2142,10,2.29,True,0.5,Urban,0,0,1,0
2143,11,6.32,True,0.49,Urban,0,1,0,0
2144,14,3.12,True,0.43,Urban,0,0,1,0
2145,17,4.22,True,0.31,Rural,0,0,0,1
2146,16,6.19,True,0.39,Rural,0,1,0,0
2147,9,7.64,True,0.45,Urban,1,0,1,0
2148,10,5.33,True,0.53,Urban,0,0,1,0
2149,11,2.71,False,0.34,Urban,1,0,1,0
2150,17,4.04,True,0.35,Urban,1,0,1,0
2151,8,6.81,True,0.41,Urban,1,0,0,1
2152,14,5.7,True,0.33,Rural,0,0,1,0
2153,9,7.32,True,0.55,Urban,0,0,0,1
2154,12,2.7,False,0.36,Rural,1,1,0,0
2155,8,2.29,True,0.42,Urban,0,0,1,0
2156,10,5.64,True,0.52,Urban,1,0,0,1
2157,9,4.07,True,0.58,Urban,1,0,0,1
2158,8,2.36,True,0.52,Urban,0,0,1,0
2159,14,4.17,True,0.32,Urban,1,0,1,0
2160,12,5.64,True,0.43,Urban,0,0,1,0
2161,8,2.0,False,0.41,Rural,0,0,0,0
2162,13,4.97,True,0.44,Urban,1,0,1,0
2163,12,1.99,False,0.38,Rural,0,1,0,0
2164,10,8.55,True,0.45,Urban,1,0,0,0
2165,14,3.96,True,0.47,Rural,0,0,1,0
2166,18,5.19,True,0.48,Urban,0,0,1,0
2167,17,3.69,True,0.46,Urban,0,0,0,0
2168,16,2.92,False,0.4,Urban,1,0,1,0
2169,16,5.74,True,0.43,Rural,0,0,1,0
2170,16,4.67,True,0.47,Urban,1,0,1,0
2171,9,4.76,True,0.43,Urban,0,0,1,0
2172,10,0.52,False,0.48,Urban,0,0,1,0
2173,14,5.72,True,0.39,Urban,1,0,1,0
2174,12,4.11,True,0.44,Rural,1,1,0,0
2175,9,0.12,False,0.48,Urban,1,0,0,1
2176,10,1.9,False,0.52,Rural,0,0,1,0
2177,17,2.68,False,0.34,Urban,1,0,0,1
2178,13,3.64,True,0.31,Urban,1,0,1,0
2179,14,4.51,True,0.47,Rural,0,1,0,0
2180,16,4.45,True,0.48,Urban,0,0,1,0
2181,8,8.51,True,0.49,Urban,1,0,0,1
2182,18,5.82,True,0.46,Urban,1,0,1,0
2183,14,6.66,True,0.5,Rural,0,0,1,0
2184,15,4.28,True,0.47,Rural,1,0,1,0
2185,10,5.7,True,0.55,Rural,1,0,0,0
2186,11,3.46,True,0.34,Rural,1,0,1,0
2187,17,4.83,True,0.38,Rural,1,1,0,0
2188,13,4.5,True,0.4,Urban,1,0,0,1
2189,17,1.06,False,0.39,Rural,0,1,0,0
2190,14,5.39,True,0.36,Urban,1,0,1,0
2191,11,5.53,True,0.42,Rural,0,0,0,1
2192,15,5.0,True,0.47,Rural,1,0,0,1
2193,12,3.44,True,0.46,Urban,1,0,1,0
2194,8,0.0,False,0.4,Urban,0,0,0,1
2195,11,5.0,True,0.49,Urban,1,1,0,0
2196,10,4.02,True,0.5,Urban,1,0,0,0
2197,16,4.26,True,0.43,Urban,1,0,0,0
2198,15,4.93,True,0.49,Urban,0,0,0,1
2199,8,2.33,True,0.54,Rural,1,0,0,1
2200,18,3.39,True,0.36,Urban,1,0,1,0
2201,13,5.27,True,0.45,Urban,0,0,0,1
2202,16,3.07,True,0.41,Urban,0,0,1,0
2203,14,4.56,True,0.46,Urban,1,0,0,1
2204,11,3.9,True,0.48,Rural,1,0,1,0
2205,8,1.91,False,0.57,Urban,1,0,1,0
2206,9,7.4,True,0.52,Urban,0,0,1,0
2207,12,5.18,True,0.41,Urban,1,1,0,0
2208,18,4.62,True,0.5,Urban,1,0,1,0
2209,12,3.37,True,0.32,Urban,1,1,0,0
2210,15,5.62,True,0.37,Rural,0,0,1,0
2211,13,4.71,True,0.45,Rural,1,1,0,0
2212,15,5.35,True,0.42,Rural,0,0,1,0
2213,9,2.19,True,0.41,Urban,1,0,0,0
2214,10,6.13,True,0.42,Urban,0,0,0,1
2215,13,5.16,True,0.47,Urban,0,0,1,0
2216,17,6.4,True,0.41,Urban,1,0,0,1
2217,10,5.66,True,0.49,Urban,0,0,1,0
2218,13,2.58,False,0.32,Urban,1,0,0,1
2219,13,4.41,True,0.34,Urban,1,0,1,0
2220,9,1.03,False,0.4,Urban,0,0,0,0
2221,14,4.37,True,0.44,Rural,1,0,1,0
2222,9,6.0,True,0.43,Urban,1,0,1,0
2223,13,3.82,True,0.37,Urban,1,0,1,0
2224,8,3.55,True,0.42,Urban,1,0,0,1
2225,10,0.0,False,0.52,Rural,1,0,0,0
2226,9,1.7,False,0.46,Urban,0,0,0,1
2227,14,3.48,True,0.31,Urban,1,1,0,0
2228,11,7.78,True,0.45,Urban,0,0,1,0
2229,15,4.11,True,0.32,Urban,0,0,1,0
2230,13,4.92,True,0.49,Urban,0,0,0,1
2231,17,4.73,True,0.37,Urban,1,0,0,1
2232,11,5.63,True,0.43,Urban,0,0,0,1
2233,12,4.75,True,0.36,Urban,0,0,0,1
2234,16,5.16,True,0.47,Rural,1,1,0,0
2235,14,4.7,True,0.41,Urban,1,0,0,1
2236,17,5.18,True,0.49,Urban,0,0,0,1
2237,16,7.11,True,0.39,Rural,1,0,1,0
2238,14,5.46,True,0.34,Rural,1,1,0,0
2239,8,3.19,True,0.44,Urban,0,0,0,1
2240,15,4.97,True,0.41,Rural,0,1,0,0
2241,11,6.37,True,0.33,Urban,1,0,0,0
2242,10,2.67,True,0.59,Urban,0,0,1,0
2243,14,4.61,True,0.5,Rural,0,0,1,0
2244,10,3.91,True,0.5,Rural,1,0,0,1
2245,15,2.16,False,0.47,Urban,1,0,1,0
2246,13,5.3,True,0.49,Urban,0,0,0,1
2247,12,4.46,True,0.41,Rural,1,0,1,0
2248,11,4.55,True,0.45,Urban,1,0,0,1
2249,15,3.85,True,0.48,Rural,1,0,1,0
2250,15,3.43,True,0.38,Urban,1,0,0,0
2251,8,5.92,True,0.44,Rural,1,0,0,1
2252,16,1.62,False,0.44,Rural,0,0,0,1
2253,12,4.06,True,0.49,Urban,0,0,0,1
2254,11,4.49,True,0.34,Urban,0,1,0,0
2255,13,4.46,True,0.42,Urban,1,0,1,0
2256,13,3.74,True,0.49,Rural,1,0,1,0
2257,9,4.35,True,0.54,Urban,1,0,1,0
2258,15,3.71,True,0.42,Urban,1,0,1,0
2259,14,5.48,True,0.45,Rural,1,1,0,0
2260,8,0.0,False,0.56,Rural,1,0,0,1
2261,12,4.78,True,0.45,Urban,1,0,1,0
2262,13,2.28,False,0.42,Rural,0,0,1,0
2263,11,4.8,True,0.47,Urban,1,0,1,0
2264,9,2.59,True,0.47,Rural,1,0,0,0
2265,11,7.07,True,0.35,Urban,1,1,0,0
2266,8,6.63,True,0.52,Urban,1,0,0,1
2267,14,5.4,True,0.41,Rural,1,0,0,1
2268,9,5.81,True,0.56,Urban,0,0,0,1
2269,9,1.47,False,0.47,Rural,0,0,0,1
2270,16,4.05,True,0.39,Urban,1,0,1,0
2271,12,3.8,True,0.32,Urban,0,0,1,0
2272,9,3.74,True,0.48,Rural,0,0,1,0
2273,18,5.36,True,0.33,Urban,1,0,0,1
2274,16,5.36,True,0.41,Urban,1,0,0,1
2275,16,4.89,True,0.35,Rural,0,1,0,0
2276,8,6.49,True,0.41,Rural,0,0,0,0
2277,18,2.87,False,0.43,Urban,0,0,0,0
2278,10,0.0,False,0.48,Urban,0,0,1,0
2279,11,3.71,True,0.42,Urban,0,0,0,1
2280,14,6.35,True,0.31,Urban,1,0,1,0
2281,17,3.07,True,0.33,Urban,0,0,1,0
2282,11,4.0,True,0.48,Rural,0,0,0,1
2283,9,7.12,True,0.54,Urban,1,0,1,0
2284,14,2.87,False,0.4,Urban,1,0,1,0
2285,13,6.52,True,0.3,Urban,1,1,0,0
2286,10,0.0,False,0.45,Rural,0,0,0,0
2287,13,2.81,False,0.4,Urban,0,0,0,1
2288,18,3.46,True,0.33,Rural,0,0,0,1
2289,13,6.51,True,0.42,Urban,1,0,0,0
2290,12,5.39,True,0.46,Urban,1,0,1,0
2291,11,5.32,True,0.36,Urban,1,0,0,1
2292,17,4.53,True,0.48,Urban,1,0,1,0
2293,8,5.89,True,0.46,Urban,1,0,0,1
2294,17,2.41,False,0.31,Urban,1,1,0,0
2295,13,5.35,True,0.43,Rural,0,0,1,0
2296,9,0.0,False,0.51,Urban,0,0,0,0
2297,10,7.77,True,0.58,Urban,1,0,0,1
2298,15,5.08,True,0.43,Urban,1,0,1,0
2299,17,2.92,False,0.37,Urban,0,0,1,0
2300,13,3.14,True,0.35,Urban,0,0,1,0
2301,10,4.6,True,0.53,Urban,0,0,0,1
2302,14,3.11,True,0.45,Urban,1,0,1,0
2303,11,3.11,True,0.46,Rural,1,0,1,0
2304,16,4.4,True,0.32,Urban,0,0,0,1
2305,12,4.59,True,0.31,Urban,0,0,0,1
2306,10,3.47,True,0.55,Rural,1,0,0,1
2307,9,3.64,True,0.41,Rural,1,0,0,1
2308,18,3.32,True,0.39,Urban,1,0,1,0
2309,9,3.62,True,0.48,Urban,0,0,0,1
2310,10,0.0,False,0.6,Rural,0,0,1,0
2311,9,0.0,False,0.5,Urban,0,0,0,1
2312,11,4.02,True,0.47,Urban,0,0,0,1
2313,9,0.0,False,0.59,Urban,0,0,1,0
2314,17,5.46,True,0.32,Rural,1,0,0,0
2315,16,4.94,True,0.39,Rural,1,0,1,0
2316,9,7.91,True,0.49,Urban,1,0,0,0
2317,16,4.42,True,0.45,Urban,0,1,0,0
2318,13,4.49,True,0.41,Urban,0,0,0,0
2319,8,7.07,True,0.41,Urban,1,0,0,1
2320,11,4.18,True,0.37,Rural,0,0,1,0
2321,8,0.68,False,0.56,Rural,1,0,1,0
2322,13,3.2,True,0.43,Urban,0,0,1,0
2323,11,4.76,True,0.42,Rural,1,0,1,0
2324,10,7.08,True,0.58,Urban,1,0,1,0
2325,10,0.0,False,0.45,Rural,0,0,0,1
2326,16,4.91,True,0.39,Rural,0,0,1,0
2327,13,5.41,True,0.39,Urban,0,1,0,0
2328,16,5.54,True,0.44,Urban,0,0,1,0
2329,12,4.87,True,0.49,Urban,1,0,0,1
2330,9,3.78,True,0.46,Urban,1,0,0,1
2331,15,5.84,True,0.37,Rural,0,0,1,0
2332,12,4.84,True,0.47,Urban,0,1,0,0
2333,9,0.75,False,0.5,Rural,1,0,0,1
2334,11,4.45,True,0.45,Urban,0,0,0,1
2335,16,2.39,False,0.34,Urban,1,0,1,0
2336,11,4.14,True,0.47,Urban,0,0,1,0
2337,11,3.25,True,0.47,Urban,0,0,0,0
2338,9,3.53,True,0.48,Rural,1,0,1,0
2339,13,2.51,False,0.43,Rural,0,0,0,0
2340,18,4.08,True,0.35,Urban,0,0,1,0
2341,9,2.37,True,0.56,Urban,0,0,0,0
2342,14,3.68,True,0.31,Urban,0,0,0,1
2343,10,7.18,True,0.56,Urban,0,0,0,1
2344,10,3.15,True,0.57,Urban,0,0,0,0
2345,12,5.49,True,0.34,Rural,1,0,1,0
2346,10,5.14,True,0.51,Urban,0,0,0,0
2347,9,0.52,False,0.42,Rural,0,0,1,0
2348,17,4.21,True,0.33,Urban,1,0,1,0
2349,16,3.57,True,0.47,Rural,1,0,1,0
2350,9,5.29,True,0.52,Urban,1,0,1,0
2351,18,4.89,True,0.35,Urban,1,0,1,0
2352,9,3.21,True,0.48,Rural,1,0,0,1
2353,15,5.65,True,0.44,Urban,0,0,0,0
2354,16,5.26,True,0.45,Urban,1,0,1,0
2355,14,5.24,True,0.32,Rural,1,1,0,0
2356,10,5.01,True,0.5,Urban,0,0,1,0
2357,16,4.33,True,0.31,Urban,1,0,1,0
2358,10,4.29,True,0.43,Urban,0,0,1,0
2359,12,3.14,True,0.34,Rural,1,0,0,1
2360,16,4.8,True,0.34,Urban,0,1,0,0
2361,10,6.25,True,0.44,Urban,1,0,0,1
2362,14,7.3,True,0.34,Urban,0,0,1,0
2363,8,8.63,True,0.41,Urban,0,0,1,0
2364,11,5.2,True,0.5,Urban,0,1,0,0
2365,11,2.89,False,0.36,Rural,1,0,1,0
2366,14,4.22,True,0.46,Rural,0,0,1,0
2367,15,4.43,True,0.36,Urban,0,0,0,1
2368,8,3.41,True,0.51,Urban,1,0,0,1
2369,12,5.22,True,0.41,Rural,0,0,0,1
2370,14,4.33,True,0.38,Urban,1,0,1,0
2371,11,3.25,True,0.3,Urban,1,0,0,0
2372,11,4.03,True,0.39,Urban,1,0,0,1
2373,11,4.16,True,0.32,Urban,1,1,0,0
2374,13,4.41,True,0.31,Rural,0,0,1,0
2375,14,4.92,True,0.31,Urban,0,1,0,0
2376,9,2.32,True,0.42,Urban,1,0,0,1
2377,12,2.41,False,0.47,Rural,0,0,0,1
2378,11,3.42,True,0.31,Rural,1,0,0,1
2379,10,5.51,True,0.54,Rural,1,0,0,0
2380,14,3.67,True,0.35,Urban,1,1,0,0
2381,18,5.05,True,0.32,Urban,0,1,0,0
2382,13,4.18,True,0.37,Urban,0,0,1,0
2383,14,6.23,True,0.43,Urban,0,0,0,1
2384,12,5.85,True,0.49,Rural,1,0,1,0
2385,13,6.12,True,0.36,Urban,0,0,0,1
2386,12,4.24,True,0.43,Rural,0,1,0,0
2387,14,3.39,True,0.38,Urban,0,1,0,0
2388,9,2.75,True,0.51,Urban,1,0,1,0
2389,18,5.54,True,0.43,Urban,1,1,0,0
2390,12,1.57,False,0.49,Rural,0,1,0,0
2391,13,3.79,True,0.31,Rural,0,1,0,0
2392,13,2.71,False,0.45,Urban,1,1,0,0
2393,12,5.04,True,0.36,Rural,1,0,1,0
2394,17,5.83,True,0.5,Urban,0,0,1,0
2395,14,4.27,True,0.38,Urban,1,0,1,0
2396,17,5.82,True,0.47,Urban,0,1,0,0
2397,15,3.06,True,0.45,Urban,1,0,1,0
2398,14,6.12,True,0.49,Rural,0,1,0,0
2399,12,4.61,True,0.43,Rural,1,1,0,0
2400,8,0.0,False,0.59,Urban,1,0,1,0
2401,12,5.92,True,0.46,Rural,0,1,0,0
2402,17,5.68,True,0.37,Urban,0,1,0,0
2403,9,2.37,True,0.54,Urban,0,0,0,1
2404,12,4.8,True,0.49,Urban,1,0,1,0
2405,12,6.42,True,0.41,Urban,0,0,1,0
2406,9,5.65,True,0.58,Urban,1,0,1,0
2407,12,7.05,True,0.45,Rural,1,0,1,0
2408,11,4.08,True,0.46,Urban,0,1,0,0
2409,8,7.65,True,0.57,Urban,1,0,1,0
2410,10,4.56,True,0.42,Urban,1,0,0,0
2411,8,6.45,True,0.45,Urban,1,0,1,0
2412,18,4.86,True,0.4,Urban,1,0,0,1
2413,12,3.88,True,0.37,Urban,1,0,1,0
2414,11,4.91,True,0.48,Urban,0,0,1,0
2415,14,5.57,True,0.45,Urban,0,0,0,0
2416,12,3.26,True,0.47,Urban,1,1,0,0
